date,home_team,away_team,home_outcome,avg_odd_home_win,avg_odd_draw,avg_odd_away_win,home_ranking,away_ranking,last_home_result,last_away_result
01/10/2016,26,16,1,8.284,3.249,3.391,7,20,0,1
02/10/2016,12,19,1,8.29,3.232,3.376,1,6,1,0
02/10/2016,23,14,2,9.067,3.425,2.478,3,4,1,0
15/10/2016,2,11,2,7.354,3.334,4.5,16,18,-1,-1
15/10/2016,6,12,2,7.359,3.894,5.672,10,1,0,1
15/10/2016,7,26,0,7.569,3.3,3.489,15,7,1,-1
15/10/2016,14,8,1,7.215,4.261,6.305,4,11,-1,0
15/10/2016,20,21,2,7.471,3.326,3.828,9,17,0,-1
15/10/2016,25,23,1,10.082,3.917,2.131,14,3,-1,0
16/10/2016,16,24,0,7.654,3.116,3.393,18,13,1,1
16/10/2016,19,4,2,7.161,4.341,8.64,6,20,1,1
17/10/2016,13,15,1,7.491,3.288,3.398,8,5,-1,1
22/10/2016,2,23,1,9.745,3.633,2.2,16,3,1,0
22/10/2016,11,20,0,8.795,3.253,2.598,18,9,1,0
22/10/2016,12,7,2,8.053,3.267,3.735,1,15,1,1
22/10/2016,22,24,1,8.268,3.216,3.202,12,13,0,1
22/10/2016,26,21,2,7.859,3.627,4.983,7,17,-1,0
23/10/2016,6,15,2,8.178,3.174,3.47,10,5,-1,-1
23/10/2016,14,19,1,7.772,4.143,6.42,4,6,0,1
29/10/2016,16,2,2,8.616,3.064,3.085,19,16,0,-1
29/10/2016,23,12,1,8.054,3.704,5.302,3,1,1,-1
29/10/2016,24,11,2,8.083,3.45,4.913,13,18,1,1
30/10/2016,8,26,2,8.148,3.571,4.336,11,7,0,0
30/10/2016,19,6,0,9.137,3.338,2.479,6,10,1,1
31/10/2016,20,22,2,7.956,3.385,3.647,9,12,-1,1
05/11/2016,2,21,0,7.497,3.741,5.23,16,17,-1,0
05/11/2016,4,7,2,8.655,3.292,2.473,19,15,-1,0
05/11/2016,6,8,2,7.335,3.89,6.048,10,11,0,-1
05/11/2016,26,20,1,7.718,3.338,3.736,7,9,1,1
06/11/2016,0,23,1,7.677,3.326,3.921,2,3,1,1
06/11/2016,12,25,0,7.539,3.367,4.824,1,14,-1,1
06/11/2016,22,15,0,10.084,4.051,2.082,12,5,1,-1
19/11/2016,8,22,1,7.568,3.874,5.727,11,12,1,1
19/11/2016,15,0,1,8.238,3.239,2.872,5,2,0,-1
19/11/2016,19,13,1,8.913,3.514,2.341,6,8,-1,-1
19/11/2016,20,2,0,8.0,3.253,3.303,9,16,0,-1
19/11/2016,21,11,2,7.786,3.186,3.6,17,19,-1,1
19/11/2016,23,26,2,7.548,4.052,6.322,3,7,-1,1
19/11/2016,24,12,2,8.408,3.211,2.732,13,1,1,1
21/11/2016,25,4,2,7.634,3.206,4.254,14,20,1,0
26/11/2016,6,23,2,7.104,3.522,4.679,10,3,0,0
26/11/2016,11,25,1,8.14,3.184,2.62,18,14,0,-1
26/11/2016,12,16,1,7.267,3.344,4.269,1,20,1,1
26/11/2016,22,7,2,7.801,3.226,2.864,12,15,-1,-1
27/11/2016,0,2,2,7.086,4.571,7.49,2,16,-1,1
27/11/2016,15,26,1,7.202,4.206,6.734,5,7,-1,0
27/11/2016,19,8,2,7.358,3.213,3.497,6,11,0,0
27/11/2016,24,20,0,7.636,3.186,3.118,13,9,1,-1
03/12/2016,7,19,2,8.051,3.353,2.421,15,6,-1,-1
03/12/2016,14,6,0,7.121,3.34,3.462,4,10,0,1
03/12/2016,20,4,2,6.789,3.654,5.651,9,19,-1,-1
03/12/2016,21,12,2,8.018,3.338,2.431,17,1,1,1
03/12/2016,23,22,2,6.726,4.858,8.565,3,12,-1,-1
03/12/2016,25,24,2,7.124,3.161,3.558,14,13,1,1
03/12/2016,26,0,0,9.293,4.082,2.089,7,2,1,0
04/12/2016,2,13,2,9.238,4.011,2.081,16,8,-1,-1
04/12/2016,8,15,1,8.273,3.468,2.309,11,5,1,1
05/12/2016,16,11,2,6.757,3.319,4.757,19,20,-1,1
10/12/2016,0,20,2,7.305,4.765,8.22,2,9,0,1
10/12/2016,4,2,2,8.612,3.402,2.404,19,16,0,0
10/12/2016,11,7,1,8.573,3.324,2.472,18,15,0,0
10/12/2016,12,14,2,10.015,4.072,2.089,1,4,-1,-1
10/12/2016,22,21,2,7.704,3.295,3.41,12,17,-1,1
10/12/2016,24,8,2,8.254,3.312,2.529,13,11,-1,0
11/12/2016,15,23,2,7.481,3.236,3.398,5,3,-1,1
11/12/2016,19,16,2,7.138,3.429,5.497,6,18,0,1
13/12/2016,2,12,2,7.657,3.301,3.02,16,1,1,0
13/12/2016,8,0,2,9.097,3.755,2.164,11,2,0,0
14/12/2016,7,15,0,9.782,4.09,2.093,15,5,-1,-1
14/12/2016,20,19,1,8.178,3.224,2.556,9,6,0,1
14/12/2016,25,22,2,7.367,3.28,3.735,14,12,0,1
14/12/2016,26,4,2,7.036,3.7,5.141,7,18,1,-1
17/12/2016,16,22,2,7.511,3.246,3.684,18,12,0,1
17/12/2016,20,12,1,8.23,3.246,2.871,9,1,-1,0
17/12/2016,21,24,2,8.241,3.187,2.889,17,13,1,-1
17/12/2016,26,11,2,7.369,3.712,5.273,7,19,0,1
18/12/2016,2,19,0,8.233,3.227,2.67,16,6,0,1
18/12/2016,14,0,2,7.715,3.376,3.357,4,2,-1,0
19/12/2016,8,13,0,8.907,3.691,2.189,11,8,1,1
26/12/2016,0,25,2,7.302,4.83,8.956,2,14,0,0
26/12/2016,4,16,2,8.363,3.11,2.663,19,18,1,1
26/12/2016,6,2,2,7.424,4.455,7.944,10,16,1,1
26/12/2016,12,8,0,8.145,3.238,2.941,1,11,-1,-1
26/12/2016,22,26,0,8.285,3.24,2.746,12,7,-1,1
26/12/2016,24,7,1,8.007,3.201,2.97,13,15,-1,-1
28/12/2016,19,23,0,7.782,3.207,2.618,6,3,1,1
30/12/2016,11,8,1,9.419,3.556,2.216,20,11,-1,0
31/12/2016,4,21,2,7.858,3.155,3.154,19,17,0,1
31/12/2016,12,26,2,7.539,3.357,3.525,1,7,-1,0
31/12/2016,13,14,2,7.86,3.369,2.996,8,4,-1,0
31/12/2016,19,25,0,7.399,3.356,5.012,6,14,-1,-1
31/12/2016,22,2,0,8.19,3.357,2.62,12,16,0,1
01/01/2017,0,7,2,7.293,5.04,8.829,2,15,-1,1
01/01/2017,24,23,0,10.355,4.024,2.112,13,3,-1,1
02/01/2017,8,19,2,7.836,3.194,3.375,11,6,1,-1
02/01/2017,16,12,1,8.188,3.095,2.855,20,1,0,0
02/01/2017,25,11,2,7.402,3.386,4.992,14,18,-1,-1
03/01/2017,2,0,1,9.561,3.805,2.123,16,2,1,1
03/01/2017,7,22,0,7.337,3.394,4.501,15,12,1,1
03/01/2017,20,24,2,7.733,3.309,4.143,9,13,0,0
04/01/2017,23,6,2,7.861,3.27,2.63,3,10,-1,1
14/01/2017,4,19,2,8.603,3.35,2.382,20,6,-1,-1
14/01/2017,11,2,2,8.432,3.436,2.401,20,16,0,1
14/01/2017,21,20,0,8.101,3.307,2.574,17,9,1,1
14/01/2017,24,16,1,7.8,3.092,3.1,13,18,-1,-1
14/01/2017,26,7,2,7.617,3.228,3.119,7,15,-1,1
15/01/2017,8,14,2,9.486,3.891,2.123,11,4,-1,1
15/01/2017,15,13,1,7.687,3.193,3.476,5,8,0,0
21/01/2017,2,24,1,7.483,3.466,4.244,16,13,1,1
21/01/2017,7,8,0,8.476,3.361,2.457,15,11,-1,-1
21/01/2017,14,23,1,7.682,3.316,3.456,4,3,0,-1
21/01/2017,16,26,0,7.904,3.1,3.117,20,7,0,1
21/01/2017,25,21,2,7.392,3.545,5.164,14,17,-1,1
22/01/2017,19,12,2,7.363,3.291,4.54,6,1,-1,-1
31/01/2017,2,7,0,7.646,3.306,3.568,16,15,0,0
31/01/2017,4,12,2,7.974,3.203,2.698,18,1,1,1
31/01/2017,13,6,1,7.915,3.196,2.887,8,10,-1,-1
31/01/2017,16,25,1,7.946,3.01,2.971,20,14,-1,1
31/01/2017,22,19,2,8.454,3.349,2.42,12,6,-1,0
01/02/2017,20,8,1,8.072,3.279,2.653,9,11,0,0
04/02/2017,6,0,2,7.352,3.354,3.886,10,2,-1,1
04/02/2017,7,21,0,7.17,3.563,5.006,15,17,-1,0
04/02/2017,8,2,2,7.063,3.624,4.857,11,16,1,1
04/02/2017,19,26,0,7.248,3.423,4.294,6,7,-1,1
04/02/2017,24,4,2,7.429,3.156,3.674,13,20,0,1
04/02/2017,25,20,2,7.547,3.146,3.331,14,9,0,0
05/02/2017,12,15,0,10.096,4.064,2.127,1,5,-1,-1
11/02/2017,13,23,2,6.962,3.233,3.3,8,3,-1,-1
11/02/2017,16,8,1,7.99,3.355,2.325,18,11,-1,0
11/02/2017,20,7,2,6.848,3.202,3.624,9,15,0,1
11/02/2017,21,19,0,8.118,3.475,2.29,17,6,-1,1
11/02/2017,26,25,1,6.934,3.172,3.424,7,14,0,-1
12/02/2017,22,12,2,7.075,3.171,3.073,12,1,1,0
25/02/2017,7,16,2,7.525,3.057,3.845,15,19,0,1
25/02/2017,8,21,2,6.972,4.514,7.436,11,17,0,-1
25/02/2017,11,4,1,7.46,3.121,3.58,19,18,1,-1
25/02/2017,24,26,1,7.785,3.174,2.863,13,7,-1,-1
25/02/2017,25,2,2,7.384,3.26,3.722,14,16,0,0
26/02/2017,23,20,2,6.963,4.385,7.343,3,9,0,1
27/02/2017,12,13,2,10.062,4.249,2.096,1,8,1,1
04/03/2017,12,11,2,7.026,3.346,4.424,1,20,1,0
04/03/2017,13,0,2,7.209,3.336,3.482,8,2,-1,1
04/03/2017,20,16,2,7.186,3.187,4.167,9,20,1,1
04/03/2017,22,4,2,7.119,3.247,3.874,12,19,1,-1
04/03/2017,24,19,0,8.259,3.324,2.386,13,6,1,-1
04/03/2017,25,7,0,7.351,3.108,3.572,14,15,1,-1
05/03/2017,23,8,2,6.927,3.719,5.122,3,11,1,-1
06/03/2017,26,6,0,10.144,4.295,2.086,7,10,-1,1
11/03/2017,2,26,2,7.458,3.309,2.791,16,7,0,-1
11/03/2017,8,25,2,6.571,3.548,5.325,11,14,1,1
11/03/2017,11,22,2,7.29,3.161,2.951,20,12,-1,1
18/03/2017,2,22,2,7.255,3.28,3.377,16,12,-1,-1
18/03/2017,7,24,2,7.074,3.274,4.151,15,13,1,-1
18/03/2017,8,11,2,6.744,3.931,6.381,11,20,1,0
18/03/2017,21,4,1,7.516,3.153,2.929,17,18,1,1
18/03/2017,25,0,2,9.55,4.066,2.098,14,2,1,1
18/03/2017,26,12,0,7.463,3.29,3.15,7,1,1,1
19/03/2017,14,13,1,7.121,3.462,3.701,4,8,-1,-1
19/03/2017,16,15,0,10.019,3.99,2.143,19,5,-1,1
19/03/2017,23,19,2,6.943,3.558,5.012,3,6,-1,0
01/04/2017,4,23,0,9.946,4.055,2.116,20,3,1,-1
01/04/2017,11,26,2,7.583,3.262,2.945,18,7,-1,0
01/04/2017,12,20,2,7.138,3.291,3.737,1,9,0,1
01/04/2017,13,8,2,6.958,3.661,4.786,8,11,0,1
01/04/2017,15,25,1,6.842,4.596,9.04,5,14,1,1
01/04/2017,19,2,1,6.91,3.734,5.24,6,16,-1,1
01/04/2017,24,21,2,7.017,3.392,4.305,13,17,0,0
02/04/2017,0,14,1,8.115,3.588,2.377,2,4,-1,0
02/04/2017,22,16,1,7.088,3.259,4.017,12,19,1,-1
04/04/2017,4,20,2,7.337,3.057,3.165,18,9,0,1
04/04/2017,12,21,2,6.719,4.116,7.33,1,17,-1,1
04/04/2017,15,8,1,6.871,3.814,5.974,5,11,-1,0
04/04/2017,24,25,2,7.378,3.107,3.042,13,14,-1,-1
05/04/2017,0,26,2,6.739,4.709,7.219,2,7,-1,-1
05/04/2017,6,14,2,7.278,3.328,3.044,10,4,1,0
05/04/2017,11,16,2,7.06,3.15,3.814,18,20,0,-1
05/04/2017,13,2,1,6.846,4.785,8.065,8,16,-1,0
05/04/2017,19,7,2,6.891,3.395,4.404,6,15,1,1
05/04/2017,22,23,0,9.478,4.035,2.09,12,3,1,1
08/04/2017,16,4,1,7.429,3.045,3.179,18,20,-1,-1
08/04/2017,20,13,0,8.734,3.698,2.172,9,8,-1,1
08/04/2017,25,19,0,7.829,3.231,2.589,14,6,1,1
08/04/2017,26,22,2,7.311,3.326,3.491,7,12,0,-1
09/04/2017,8,12,2,6.736,3.547,4.706,11,1,0,-1
10/04/2017,7,0,2,8.86,3.931,2.089,15,2,1,-1
15/04/2017,7,12,1,6.757,3.453,4.46,15,1,-1,-1
15/04/2017,8,4,2,6.49,4.142,7.16,11,19,0,1
15/04/2017,19,14,0,8.8,4.015,2.057,6,4,1,0
15/04/2017,20,11,2,6.742,3.253,3.893,9,19,-1,-1
15/04/2017,21,26,1,7.705,3.406,2.369,17,7,0,1
15/04/2017,24,22,2,7.105,3.19,2.939,13,12,0,1
16/04/2017,15,6,2,7.21,3.132,2.845,5,10,0,0
16/04/2017,25,13,0,8.566,3.763,2.122,14,8,0,1
17/04/2017,16,0,0,10.238,4.478,2.075,20,2,0,1
22/04/2017,2,16,2,6.823,3.452,4.062,16,18,1,0
22/04/2017,11,24,2,6.728,3.354,4.06,18,13,-1,1
22/04/2017,22,20,2,7.031,3.219,3.415,12,9,0,1
22/04/2017,26,8,1,7.814,3.476,2.346,7,11,-1,-1
23/04/2017,4,15,0,9.854,4.049,2.114,19,5,-1,1
23/04/2017,13,7,0,6.649,4.185,6.424,8,15,-1,-1
25/04/2017,6,19,2,6.485,4.169,7.365,10,6,-1,0
26/04/2017,0,12,2,6.466,4.062,5.098,2,1,0,0
26/04/2017,7,23,0,9.318,4.235,2.08,15,3,1,1
26/04/2017,16,21,2,6.833,3.245,3.287,19,17,1,0
27/04/2017,14,15,1,6.614,3.47,3.953,4,5,-1,1
29/04/2017,7,4,0,6.762,3.368,4.434,15,19,1,1
29/04/2017,19,11,1,6.687,3.642,4.971,6,19,1,0
29/04/2017,20,26,1,6.974,3.258,3.438,9,7,1,0
29/04/2017,21,2,0,7.654,3.436,2.445,17,16,0,1
29/04/2017,25,12,0,7.163,3.29,2.797,14,1,0,-1
30/04/2017,8,6,0,8.206,3.578,2.214,11,10,-1,0
30/04/2017,15,22,1,6.608,4.518,8.38,5,12,-1,-1
30/04/2017,23,0,2,6.858,3.593,3.725,3,2,0,-1
01/05/2017,24,13,0,9.787,4.544,2.051,13,8,0,-1
06/05/2017,2,20,1,6.958,3.332,3.24,16,9,1,-1
06/05/2017,4,25,1,6.943,3.154,3.498,20,14,0,-1
06/05/2017,11,21,0,6.492,4.221,6.908,20,17,-1,-1
06/05/2017,12,24,2,6.536,3.747,5.927,1,13,0,-1
06/05/2017,22,8,2,7.236,3.385,2.628,12,11,-1,-1
07/05/2017,0,15,2,6.752,3.457,3.926,2,5,0,1
07/05/2017,13,19,1,6.556,3.854,5.574,8,6,1,1
10/05/2017,19,0,0,7.933,3.679,2.208,6,2,-1,0
12/05/2017,8,24,2,6.619,4.184,6.746,11,13,1,0
13/05/2017,2,4,2,6.979,3.42,3.842,16,20,-1,-1
13/05/2017,16,19,0,8.49,3.57,2.218,20,6,0,1
13/05/2017,20,0,0,9.081,4.098,2.056,9,2,-1,0
13/05/2017,21,22,0,8.662,3.769,2.148,17,12,0,0
14/05/2017,7,11,2,6.94,3.347,3.565,15,19,1,1
14/05/2017,23,15,2,6.849,3.629,4.728,3,5,-1,1
14/05/2017,26,13,0,9.454,4.137,2.089,7,8,-1,1
17/05/2017,19,15,1,7.278,3.228,2.797,6,5,-1,-1
18/05/2017,12,23,0,8.58,3.785,2.153,1,3,1,-1
21/05/2017,0,8,2,6.412,4.53,6.794,2,11,0,0
21/05/2017,4,26,0,7.09,3.316,2.96,18,7,0,1
21/05/2017,11,23,0,10.276,4.705,2.054,19,3,0,-1
21/05/2017,12,2,1,6.771,3.505,3.764,1,16,1,1
21/05/2017,15,7,2,7.155,3.251,2.921,5,15,1,0
21/05/2017,19,20,0,6.647,3.564,4.378,6,9,-1,1
21/05/2017,22,25,2,6.841,3.344,3.522,12,14,0,0
11/08/2017,0,12,2,6.297,4.133,5.994,5,12,0,0
12/08/2017,7,10,0,6.434,3.315,4.519,14,20,0,0
12/08/2017,8,20,2,6.248,3.468,5.138,7,13,0,0
12/08/2017,19,22,1,6.325,3.615,5.523,8,15,0,0
12/08/2017,24,13,1,9.585,4.343,2.077,17,4,0,0
12/08/2017,25,2,2,6.862,3.138,3.075,10,9,0,0
13/08/2017,17,23,0,9.095,4.039,2.095,19,2,0,0
19/08/2017,2,24,0,5.987,3.365,3.798,9,17,-1,0
19/08/2017,4,25,0,6.377,3.059,3.005,16,10,1,1
19/08/2017,12,3,2,5.717,3.446,4.872,12,19,-1,-1
19/08/2017,13,7,2,5.708,4.666,8.128,4,14,0,-1
19/08/2017,19,26,2,5.826,3.519,4.681,8,11,0,-1
19/08/2017,20,0,2,7.861,3.824,2.114,13,5,-1,1
20/08/2017,10,17,2,6.304,3.142,3.066,19,20,1,-1
20/08/2017,23,6,0,6.064,3.306,3.495,2,1,1,-1
21/08/2017,14,8,1,5.509,4.999,8.93,3,7,1,1
26/08/2017,7,22,0,5.837,3.264,4.02,14,15,-1,-1
26/08/2017,10,19,1,7.261,3.367,2.329,20,8,1,1
26/08/2017,17,26,2,6.102,3.228,3.188,20,11,-1,-1
26/08/2017,24,3,1,5.831,3.228,4.029,17,20,1,-1
27/08/2017,6,8,2,5.463,4.107,7.264,1,7,1,0
27/08/2017,13,0,2,6.033,3.395,3.273,4,5,1,-1
27/08/2017,25,20,1,6.151,3.028,3.258,10,13,1,1
09/09/2017,0,2,2,5.532,4.898,7.679,5,9,-1,-1
09/09/2017,3,25,2,6.255,2.998,2.965,20,10,0,0
09/09/2017,8,23,0,7.08,3.468,2.283,7,2,-1,0
09/09/2017,12,6,0,7.802,3.849,2.111,12,1,-1,1
09/09/2017,14,13,2,5.728,3.61,3.837,3,4,1,1
09/09/2017,19,24,0,5.56,3.603,5.265,8,17,0,0
09/09/2017,20,15,1,9.787,4.632,2.135,13,6,0,1
10/09/2017,4,7,2,6.026,3.119,3.207,16,14,0,-1
10/09/2017,22,17,0,6.031,3.126,3.162,15,20,1,1
11/09/2017,26,10,2,5.606,3.301,4.063,11,18,-1,0
15/09/2017,2,3,2,6.1,3.215,3.51,9,20,-1,1
16/09/2017,7,19,0,6.706,3.21,2.61,14,8,-1,-1
16/09/2017,10,12,1,6.992,3.346,2.429,20,12,-1,-1
16/09/2017,17,20,2,6.235,3.125,3.217,19,13,1,0
16/09/2017,25,26,1,6.239,3.127,3.218,10,11,-1,1
17/09/2017,6,0,1,5.893,3.611,4.185,1,5,1,1
23/09/2017,4,10,1,6.556,3.076,3.579,16,19,0,0
23/09/2017,8,2,2,6.131,3.595,5.094,7,9,-1,1
23/09/2017,12,13,0,8.103,3.786,2.156,12,4,0,0
23/09/2017,19,15,0,8.934,3.895,2.113,8,6,1,1
23/09/2017,20,6,0,9.453,4.225,2.076,13,1,-1,0
23/09/2017,22,24,0,6.694,3.172,3.144,15,17,0,-1
23/09/2017,26,23,0,9.349,4.342,2.071,11,2,0,0
24/09/2017,3,17,2,6.979,3.088,2.819,19,20,-1,1
25/09/2017,0,25,2,6.058,4.831,8.858,5,10,0,0
30/09/2017,2,12,1,6.811,3.32,2.589,9,12,-1,-1
30/09/2017,6,14,0,6.825,3.364,2.564,1,3,1,1
30/09/2017,20,19,2,6.893,3.202,2.596,13,8,-1,-1
30/09/2017,25,24,1,6.382,3.064,3.38,10,17,-1,1
30/09/2017,26,22,2,6.117,3.294,4.208,11,15,-1,-1
01/10/2017,8,4,0,5.889,3.462,5.309,7,16,1,0
01/10/2017,17,13,1,8.567,4.054,2.059,19,4,-1,1
14/10/2017,4,26,1,6.166,3.175,2.781,16,11,1,1
14/10/2017,13,15,1,6.317,3.244,2.72,4,6,0,1
14/10/2017,22,10,2,5.769,3.083,3.635,15,20,-1,-1
14/10/2017,24,0,2,8.374,4.33,2.052,17,5,0,1
15/10/2017,3,8,1,6.56,3.194,2.522,18,7,-1,-1
15/10/2017,19,17,1,5.667,3.353,4.314,8,20,-1,0
16/10/2017,12,25,1,5.66,3.233,3.876,12,10,0,0
20/10/2017,26,3,0,5.862,3.269,4.648,11,18,0,0
21/10/2017,6,24,2,5.725,4.676,8.332,1,17,-1,1
21/10/2017,17,7,2,5.981,3.261,3.94,18,14,0,1
21/10/2017,19,25,2,5.876,3.236,4.736,8,10,0,0
21/10/2017,20,2,0,6.105,3.261,3.429,13,9,-1,-1
21/10/2017,22,12,0,6.564,3.202,2.745,15,12,1,0
22/10/2017,8,0,0,7.344,3.582,2.219,7,5,0,-1
22/10/2017,23,13,2,6.041,3.343,3.253,2,4,1,0
28/10/2017,2,6,0,8.683,4.363,2.049,9,1,1,1
28/10/2017,7,26,1,6.159,3.19,3.112,14,11,-1,-1
28/10/2017,15,23,2,6.011,3.219,3.463,6,2,-1,1
28/10/2017,24,20,0,5.94,3.36,3.574,17,13,-1,-1
29/10/2017,3,19,1,6.67,3.185,2.529,20,8,1,1
29/10/2017,12,8,2,5.779,3.244,3.416,12,7,1,-1
30/10/2017,4,17,2,6.435,3.146,2.682,16,20,-1,1
04/11/2017,10,25,2,6.493,2.981,2.953,20,10,-1,-1
04/11/2017,17,2,0,5.971,3.304,3.9,19,9,-1,-1
04/11/2017,19,4,0,5.762,3.427,5.814,8,16,0,1
04/11/2017,20,12,1,6.471,3.214,2.812,13,12,1,1
04/11/2017,22,3,0,6.261,3.073,3.233,15,20,-1,0
04/11/2017,26,13,0,8.554,4.281,2.068,11,4,0,1
05/11/2017,6,15,2,6.347,3.108,3.03,1,6,1,1
05/11/2017,8,24,2,5.993,3.234,3.448,7,17,-1,-1
05/11/2017,14,0,2,5.777,4.65,6.456,3,5,1,1
18/11/2017,0,23,2,6.262,3.418,2.805,5,2,-1,1
18/11/2017,2,10,2,5.78,3.277,4.536,9,18,1,1
18/11/2017,4,22,2,5.927,3.071,3.906,16,15,1,-1
18/11/2017,7,8,1,6.175,3.157,3.121,14,7,-1,1
18/11/2017,13,19,2,5.61,4.444,7.776,4,8,1,-1
18/11/2017,25,6,0,9.236,4.237,2.109,10,1,-1,1
19/11/2017,24,26,2,5.971,3.29,3.471,17,11,-1,-1
20/11/2017,3,20,1,6.048,3.062,3.212,20,13,1,0
24/11/2017,26,12,1,6.406,3.263,2.754,11,12,-1,-1
25/11/2017,7,20,2,5.923,3.235,3.694,14,13,0,0
25/11/2017,13,6,1,6.009,3.362,3.338,4,1,1,1
25/11/2017,17,24,0,6.023,3.249,3.365,20,17,-1,1
25/11/2017,22,2,1,6.446,3.173,2.758,15,9,-1,1
26/11/2017,4,0,0,9.081,4.511,2.056,16,5,1,1
26/11/2017,19,8,2,5.679,3.252,4.386,8,7,-1,0
28/11/2017,3,7,1,6.337,3.071,2.928,20,14,-1,1
28/11/2017,12,23,2,8.137,3.966,2.097,12,2,0,0
28/11/2017,24,15,0,8.388,4.049,2.094,17,6,1,1
28/11/2017,25,17,1,6.137,3.048,3.286,10,20,0,-1
29/11/2017,2,4,0,5.769,3.207,3.956,9,16,0,-1
29/11/2017,8,26,2,6.107,3.204,3.189,7,11,-1,0
29/11/2017,20,13,0,9.301,4.655,2.04,13,4,-1,0
02/12/2017,0,15,0,6.238,3.22,2.971,5,6,1,1
02/12/2017,3,13,0,9.855,4.77,2.114,18,4,0,1
02/12/2017,8,10,2,5.58,3.471,5.086,7,20,1,-1
02/12/2017,12,4,2,5.768,3.364,4.508,12,16,1,1
02/12/2017,20,22,2,5.834,3.224,4.115,13,15,-1,-1
02/12/2017,24,23,1,8.191,4.081,2.091,17,2,-1,-1
02/12/2017,25,7,1,6.227,3.061,3.085,10,14,0,0
03/12/2017,2,19,1,6.611,3.173,2.603,9,8,-1,-1
09/12/2017,4,24,2,6.603,3.136,2.965,16,17,-1,0
09/12/2017,7,2,1,6.244,3.259,3.702,14,9,0,0
09/12/2017,10,3,2,6.674,2.981,3.001,18,19,-1,-1
09/12/2017,17,12,0,6.661,3.205,2.819,18,12,-1,1
09/12/2017,22,25,2,6.677,2.988,2.96,15,10,-1,0
09/12/2017,26,6,2,10.214,4.714,2.121,11,1,-1,1
10/12/2017,15,14,0,7.237,3.469,2.347,6,3,1,1
10/12/2017,19,0,1,7.716,3.685,2.176,8,5,0,-1
12/12/2017,4,20,2,6.423,3.09,3.376,16,13,1,-1
12/12/2017,7,24,2,6.46,3.316,3.149,14,17,0,-1
13/12/2017,17,8,0,6.529,3.192,3.083,20,7,-1,0
13/12/2017,19,12,0,6.274,3.244,3.653,8,12,0,1
13/12/2017,26,0,1,8.869,4.314,2.052,11,5,1,0
16/12/2017,3,4,1,6.31,2.954,3.106,19,16,-1,1
16/12/2017,6,19,2,5.594,4.53,8.068,1,8,1,-1
16/12/2017,12,7,0,5.805,3.398,4.117,12,14,1,1
16/12/2017,14,23,2,5.66,4.152,5.614,3,2,1,1
16/12/2017,20,26,0,6.07,3.183,3.285,13,11,-1,0
16/12/2017,24,10,0,5.739,3.467,4.642,17,20,-1,-1
17/12/2017,2,13,0,9.365,4.728,2.054,9,4,-1,0
17/12/2017,25,15,0,9.279,4.228,2.107,10,6,0,1
18/12/2017,8,22,2,5.584,3.42,5.025,7,15,1,-1
22/12/2017,0,13,1,6.383,3.499,2.795,5,4,1,1
23/12/2017,3,24,2,6.337,3.088,2.931,18,17,0,-1
23/12/2017,4,23,0,9.666,4.425,2.146,16,2,0,-1
23/12/2017,8,6,1,8.845,4.116,2.113,7,1,1,1
23/12/2017,12,15,1,7.79,3.732,2.151,12,6,-1,1
23/12/2017,19,10,1,5.644,3.615,5.954,8,18,-1,1
23/12/2017,20,25,2,6.093,3.114,3.326,13,10,-1,-1
23/12/2017,22,7,1,6.823,3.179,2.519,15,14,-1,1
23/12/2017,26,17,0,5.945,3.215,3.684,11,19,1,-1
26/12/2017,2,26,1,6.552,3.204,2.731,9,11,-1,-1
26/12/2017,10,20,1,6.344,3.11,3.044,20,13,0,1
26/12/2017,23,19,2,5.732,4.667,8.587,2,8,1,0
26/12/2017,24,12,2,6.416,3.345,2.804,17,12,-1,0
26/12/2017,25,8,1,6.35,3.092,3.049,10,7,-1,0
28/12/2017,7,0,0,8.051,3.967,2.088,14,5,0,0
30/12/2017,2,8,2,6.269,3.175,3.121,9,7,0,0
30/12/2017,10,4,1,6.257,2.991,3.32,18,16,0,0
30/12/2017,13,12,2,5.769,5.3,8.912,4,12,1,-1
30/12/2017,15,19,1,5.725,4.672,8.321,6,8,0,-1
30/12/2017,17,3,1,5.975,3.101,3.645,20,18,-1,-1
30/12/2017,24,22,0,5.801,3.485,5.087,17,15,1,-1
31/12/2017,25,0,1,8.31,4.037,2.078,10,5,0,1
01/01/2018,3,2,1,6.145,3.05,3.252,20,9,0,1
01/01/2018,4,13,0,9.916,4.694,2.122,16,4,0,1
01/01/2018,8,15,0,8.413,3.735,2.167,7,6,-1,0
01/01/2018,12,10,2,5.679,3.618,5.158,12,20,-1,0
01/01/2018,20,17,0,6.1,3.176,3.261,13,20,-1,0
02/01/2018,19,7,0,5.873,3.281,3.833,8,14,0,0
02/01/2018,26,25,2,5.848,3.215,4.011,11,10,0,0
03/01/2018,0,6,1,6.427,3.343,2.658,5,1,0,1
13/01/2018,7,4,2,5.985,3.111,4.052,14,16,1,-1
13/01/2018,10,26,0,6.581,3.044,2.948,18,11,-1,0
13/01/2018,17,22,1,5.948,3.192,4.193,20,15,1,-1
13/01/2018,24,19,1,6.359,3.25,2.931,17,8,-1,-1
13/01/2018,25,3,2,6.049,2.953,3.965,10,20,-1,0
14/01/2018,2,0,2,8.118,4.14,2.054,9,5,0,0
