Data,Entrada,Função,Fundamento,Investimento,Odd,Ganho,Resultado
2022-08-23,"Dodgers x Brewers ab. 2,5 runs 3inn",Total,3 entradas,10,1.57,5.700000000000001,Red
2022-08-23,"Guardians ab. 3,5 runs",Time,Runs,10,1.45,4.5,Green
2022-08-26,Yankees,Vencedor,Partida,10,1.4,4.0,Green
2022-08-29,"Lopez ab. 17,5 outs",Pitcher,Outs,10,1.66,6.599999999999998,Red
2022-08-29,Cardinals,Vencedor,Partida,10,1.47,4.699999999999999,Green
2022-08-29,"Berrios ac. 17,5 outs",Pitcher,Outs,10,1.5,5.0,Red
2022-08-29,"Bundy ac. 0,5 walk",Pitcher,Walk,10,1.57,5.700000000000001,Green
2022-08-29,"Burnes ab. 4,5 hits",Pitcher,Hits,10,1.83,8.3,Red
2022-08-29,"Yankees x Angels ac. 3,5 runs 5inn",Total,5 entradas,10,1.57,5.700000000000001,Green
2022-08-29,"Phillies x DBacks ac. 3,5 runs 5inn",Total,5 entradas,10,1.41,4.1,Green
2022-08-29,"Rodon ac. 6,5K",Pitcher,Strikeout,10,1.83,8.3,Red
2022-08-31,Riley O 0.5 HR,Rebatedor,Home Run,10,4.25,32.5,Green
2022-09-05,"McKenzie ab. 2,5 runs",Pitcher,Runs,10,1.8,8.0,Green
2022-09-05,"Suarez ab. 4,5 hits",Pitcher,Hits,10,1.8,8.0,Green
2022-09-05,"Lynn ac. 4,5 hits",Pitcher,Hits,10,1.5,5.0,Red
2022-09-05,"Perez ac. 1,5 walk",Pitcher,Walk,10,1.5,5.0,Red
2022-09-05,"Snell ac. 1,5 walks",Pitcher,Walk,10,1.5,5.0,Red
