Date,Home Team,Away Team,Bet Amount,Odds,Profit,Win/Loss,Bet_0,Bet_00-10,Bet_10-20,Bet_20-30,Bet_30-40,Bet_50-60,Bet_60-70,Bet_70-80,Bet_Other,Bet_gols
2022-07-09,815,689,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-09,347,178,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-09,196,1066,10,1.61,6.100000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-09,739,718,10,1.44,4.399999999999999,1,False,False,False,True,False,False,False,False,False,False
2022-07-09,626,165,10,1.57,5.700000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-09,98,111,20,1.5,10.0,0,False,False,True,False,False,False,False,False,False,False
2022-07-09,439,86,5,1.5,2.5,1,False,False,True,False,False,False,False,False,False,False
2022-07-09,803,723,5,1.53,2.6500000000000004,1,False,False,False,True,False,False,False,False,False,False
2022-07-09,791,162,5,1.57,2.8500000000000005,1,False,False,False,True,False,False,False,False,False,False
2022-07-09,678,331,5,1.61,3.0500000000000007,1,False,False,False,False,False,False,True,False,False,False
2022-07-09,247,267,5,1.5,2.5,1,False,False,True,False,False,False,False,False,False,False
2022-07-09,509,304,5,1.5,2.5,1,False,False,True,False,False,False,False,False,False,False
2022-07-09,439,86,20,1.5,10.0,0,False,False,False,False,False,False,True,False,False,False
2022-07-09,456,599,5,1.57,2.8500000000000005,1,False,False,True,False,False,False,False,False,False,False
2022-07-09,1065,375,5,1.4,2.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-10,789,573,40,1.5,20.0,0,False,False,True,False,False,False,False,False,False,False
2022-07-10,799,1043,10,1.4,4.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-10,889,395,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-10,556,951,10,1.44,4.399999999999999,1,False,False,False,True,False,False,False,False,False,False
2022-07-10,544,1060,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-10,1032,517,10,1.66,6.599999999999998,1,False,False,False,True,False,False,False,False,False,False
2022-07-11,1103,265,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-11,519,766,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-11,146,93,40,1.61,24.40000000000001,0,False,False,False,True,False,False,False,False,False,False
2022-07-11,315,42,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-11,122,361,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-11,1098,1004,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-11,265,1103,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-11,265,1103,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-11,265,1103,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-11,529,55,10,1.61,6.100000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-11,454,1082,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-12,1052,19,10,1.61,6.100000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-12,1052,19,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-12,519,16,10,1.8,8.0,0,False,False,False,False,False,False,False,False,True,False
2022-07-12,336,391,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-12,1052,19,10,1.66,6.599999999999998,1,False,False,False,False,False,False,True,False,False,False
2022-07-12,1008,829,10,1.61,6.100000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-12,358,24,10,1.53,5.300000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-12,44,1066,10,1.66,6.599999999999998,1,False,False,False,False,False,False,True,False,False,False
2022-07-12,128,924,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-12,111,347,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-12,111,347,40,1.53,21.200000000000003,0,False,False,False,True,False,False,False,False,False,False
2022-07-12,250,681,10,1.53,5.300000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-12,111,347,40,1.61,24.40000000000001,0,False,False,False,False,False,False,True,False,False,False
2022-07-13,146,374,10,1.61,6.100000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-13,146,374,10,1.57,5.700000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-13,146,374,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-13,279,274,10,1.61,6.100000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-13,247,1037,40,1.57,22.800000000000004,0,False,True,False,False,False,False,False,False,False,False
2022-07-13,309,264,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-14,193,263,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-14,754,981,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-14,775,975,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-14,874,969,10,1.57,5.700000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-15,514,1064,10,1.53,5.300000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-15,374,1026,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-15,347,624,10,1.61,6.100000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-15,41,333,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-15,2,121,40,1.66,26.39999999999999,0,False,False,True,False,False,False,False,False,False,False
2022-07-15,805,881,10,1.5,5.0,1,False,False,False,False,False,False,False,False,True,False
2022-07-15,868,526,10,1.61,6.100000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-15,929,317,40,1.5,20.0,0,False,False,False,False,False,True,False,False,False,False
2022-07-15,50,387,10,1.61,6.100000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-15,50,387,10,1.61,6.100000000000001,1,False,False,False,False,False,False,True,False,False,False
2022-07-15,548,831,10,1.66,6.599999999999998,1,False,True,False,False,False,False,False,False,False,False
2022-07-15,548,831,10,1.57,5.700000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,730,649,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-16,822,676,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-16,303,757,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,532,625,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-16,873,102,10,1.53,5.300000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-16,802,390,10,1.53,5.300000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,490,1089,10,1.57,5.700000000000001,1,False,False,False,False,False,False,True,False,False,False
2022-07-16,341,1098,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-16,72,68,10,1.66,6.599999999999998,1,False,False,True,False,False,False,False,False,False,False
2022-07-16,657,498,10,1.44,4.399999999999999,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,1047,696,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-16,1150,1156,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,470,169,10,1.44,4.399999999999999,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,470,169,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-16,71,133,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-16,415,530,10,1.57,5.700000000000001,1,False,False,False,False,False,False,True,False,False,False
2022-07-16,257,849,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,287,202,40,1.5,20.0,0,False,True,False,False,False,False,False,False,False,False
2022-07-16,219,529,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-16,758,637,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,908,1099,40,1.4,16.0,0,False,False,False,False,False,False,True,False,False,False
2022-07-16,457,123,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-16,397,277,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-16,1131,788,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-16,523,173,10,1.61,6.100000000000001,1,False,False,False,False,False,False,True,False,False,False
2022-07-16,457,123,10,1.4,4.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-16,116,926,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-16,397,277,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-16,512,90,10,1.44,4.399999999999999,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,1131,788,40,1.5,20.0,0,False,False,False,False,False,False,True,False,False,False
2022-07-16,747,457,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,774,110,10,1.57,5.700000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,529,243,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-16,393,931,10,1.53,5.300000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-16,223,276,10,1.44,4.399999999999999,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,599,297,10,1.57,5.700000000000001,0,False,False,False,False,False,False,True,False,False,False
2022-07-16,694,1037,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-16,304,111,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-16,1018,130,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,304,111,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-16,926,248,10,1.53,5.300000000000001,1,False,False,False,False,False,False,True,False,False,False
2022-07-16,1150,1156,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-17,1110,591,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-17,420,701,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-17,305,246,10,1.72,7.199999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-17,476,486,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-17,191,471,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-17,1111,4,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-17,1111,4,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-17,635,947,10,1.57,5.700000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-17,476,486,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-17,12,556,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-17,1144,601,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-17,444,683,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-17,547,439,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-17,176,497,40,1.44,17.599999999999994,0,False,True,False,False,False,False,False,False,False,False
2022-07-17,938,419,40,1.5,20.0,0,False,False,True,False,False,False,False,False,False,False
2022-07-17,809,1140,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-17,270,284,10,1.57,5.700000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-17,271,508,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-17,809,1140,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-17,437,580,40,1.57,22.800000000000004,0,False,False,True,False,False,False,False,False,False,False
2022-07-17,924,514,10,1.53,5.300000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-17,924,514,40,1.5,20.0,0,False,False,False,True,False,False,False,False,False,False
2022-07-17,218,156,40,1.53,21.200000000000003,0,False,False,False,True,False,False,False,False,False,False
2022-07-17,588,66,10,1.57,5.700000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-17,462,239,10,1.66,6.599999999999998,0,False,False,True,False,False,False,False,False,False,False
2022-07-18,452,684,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-18,1096,487,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-18,745,727,40,1.5,20.0,0,False,False,True,False,False,False,False,False,False,False
2022-07-18,794,356,10,1.72,7.199999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-18,366,1046,10,1.4,4.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-18,1096,487,10,1.53,5.300000000000001,1,False,False,False,False,False,False,True,False,False,False
2022-07-18,792,1124,10,1.66,6.599999999999998,1,False,False,False,True,False,False,False,False,False,False
2022-07-18,646,364,10,1.61,6.100000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-18,518,408,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-18,212,44,10,1.5,5.0,0,False,False,False,False,False,False,True,False,False,False
2022-07-18,775,298,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-18,981,1116,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-18,769,663,10,1.57,5.700000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-18,925,313,10,1.57,5.700000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-19,751,11,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-19,1153,649,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-19,726,967,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-19,265,42,10,1.53,5.300000000000001,0,False,False,False,True,False,False,False,False,False,False
2022-07-19,803,229,10,1.53,5.300000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-19,265,42,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-19,455,54,10,1.61,6.100000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-19,455,54,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-19,123,287,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-19,202,449,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-19,625,908,40,1.53,21.200000000000003,0,False,False,False,True,False,False,False,False,False,False
2022-07-19,202,449,10,1.53,5.300000000000001,1,False,False,False,False,False,False,True,False,False,False
2022-07-19,1099,532,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-19,223,116,40,1.5,20.0,0,False,True,False,False,False,False,False,False,False,False
2022-07-19,223,116,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-20,102,1130,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-20,102,1130,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-20,538,955,10,1.53,5.300000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-20,605,228,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-20,467,750,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-20,656,944,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-20,386,963,10,1.53,5.300000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-20,467,750,40,1.57,22.800000000000004,0,False,False,False,False,False,False,True,False,False,False
2022-07-20,725,565,10,1.57,5.700000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-20,857,382,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-20,276,277,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-20,529,975,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-20,276,277,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-21,809,200,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-21,845,81,10,1.57,5.700000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-21,879,318,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-21,887,722,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-21,707,874,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-21,298,91,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-21,298,91,10,1.57,5.700000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-21,707,232,10,1.57,5.700000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-21,307,919,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-22,503,1025,10,1.61,6.100000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-23,543,303,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-23,41,788,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-23,1124,183,10,1.57,5.700000000000001,0,False,False,False,True,False,False,False,False,False,False
2022-07-23,419,1143,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-23,54,1007,10,1.66,6.599999999999998,1,False,True,False,False,False,False,False,False,False,False
2022-07-23,665,512,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-23,762,795,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-23,267,720,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-23,181,219,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-23,375,585,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-23,460,362,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-23,355,911,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-23,973,851,10,1.61,6.100000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-23,1139,393,40,1.57,22.800000000000004,0,False,True,False,False,False,False,False,False,False,False
2022-07-23,906,304,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-23,1029,913,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-23,355,911,10,1.4,4.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-24,116,397,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-24,664,67,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-24,578,158,10,1.4,4.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-24,1137,201,10,1.44,4.399999999999999,0,False,False,False,True,False,False,False,False,False,False
2022-07-24,466,193,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-24,42,879,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-24,91,276,40,1.53,21.200000000000003,0,False,False,False,True,False,False,False,False,False,False
2022-07-24,1071,599,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-24,403,926,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-25,0,707,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-25,1086,792,10,1.61,6.100000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-25,17,405,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-25,17,405,10,1.4,4.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-25,914,1010,10,1.5,5.0,1,False,False,False,False,False,True,False,False,False,False
2022-07-25,914,1010,10,1.57,5.700000000000001,1,False,False,False,True,False,False,False,False,False,False
2022-07-25,0,707,10,1.53,5.300000000000001,1,False,False,False,False,False,False,True,False,False,False
2022-07-25,914,1010,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-25,233,879,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-25,333,215,10,1.57,5.700000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-25,1066,300,10,1.53,5.300000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-25,128,69,10,1.57,5.700000000000001,1,False,False,True,False,False,False,False,False,False,False
2022-07-27,915,118,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-27,829,129,10,1.53,5.300000000000001,1,False,False,False,False,False,False,True,False,False,False
2022-07-27,915,118,10,1.44,4.399999999999999,1,False,False,False,True,False,False,False,False,False,False
2022-07-27,963,386,10,1.5,5.0,1,False,False,True,False,False,False,False,False,False,False
2022-07-27,867,1074,10,1.66,6.599999999999998,1,False,True,False,False,False,False,False,False,False,False
2022-07-27,867,1074,10,1.53,5.300000000000001,1,False,False,False,False,False,False,True,False,False,False
2022-07-27,750,638,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-27,1077,893,10,1.61,6.100000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-27,621,707,10,1.5,5.0,1,False,True,False,False,False,False,False,False,False,False
2022-07-27,1077,893,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-27,616,914,10,1.44,4.399999999999999,1,False,False,False,False,False,False,True,False,False,False
2022-07-27,717,769,10,1.53,5.300000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-27,1024,52,10,1.57,5.700000000000001,1,False,True,False,False,False,False,False,False,False,False
2022-07-27,89,276,10,1.44,4.399999999999999,1,False,False,True,False,False,False,False,False,False,False
2022-07-27,238,1075,10,1.5,5.0,1,False,False,False,True,False,False,False,False,False,False
2022-07-27,1024,52,10,1.5,5.0,1,False,False,False,False,False,False,True,False,False,False
2022-07-27,886,878,10,1.53,5.300000000000001,1,False,False,False,True,False,False,False,False,False,False
